"Indicator","PUBLISH STATES","Year","WHO region","Country","Age Group","Sex","Display Value","Numeric","Low","High","Comments"
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","1-4","Male","
0.00030
","3.0E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","1-4","Female","
0.00025
","2.5E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","1-4","Both sexes","
0.00028
","2.8E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","5-9","Male","
0.00013
","1.3E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","5-9","Female","
0.00011
","1.1E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","5-9","Both sexes","
0.00012
","1.2E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","10-14","Male","
0.00018
","1.8E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","10-14","Female","
0.00013
","1.3E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","10-14","Both sexes","
0.00015
","1.5E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","15-19","Male","
0.00079
","7.9E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","15-19","Female","
0.00032
","3.2E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","15-19","Both sexes","
0.00056
","5.6E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","20-24","Male","
0.00135
","0.00135","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","20-24","Female","
0.00045
","4.5E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","20-24","Both sexes","
0.00091
","9.1E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","25-29","Male","
0.00132
","0.00132","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","25-29","Female","
0.00054
","5.4E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","25-29","Both sexes","
0.00094
","9.4E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","30-34","Male","
0.00141
","0.00141","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","30-34","Female","
0.00069
","6.9E-4","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","30-34","Both sexes","
0.00106
","0.00106","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","35-39","Male","
0.00172
","0.00172","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","35-39","Female","
0.00100
","0.0010","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","35-39","Both sexes","
0.00137
","0.00137","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","40-44","Male","
0.00253
","0.00253","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","40-44","Female","
0.00162
","0.00162","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","40-44","Both sexes","
0.00208
","0.00208","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","45-49","Male","
0.00399
","0.00399","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","45-49","Female","
0.00253
","0.00253","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","45-49","Both sexes","
0.00326
","0.00326","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","50-54","Male","
0.00615
","0.00615","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","50-54","Female","
0.00368
","0.00368","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","50-54","Both sexes","
0.00490
","0.0049","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","55-59","Male","
0.00890
","0.0089","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","55-59","Female","
0.00523
","0.00523","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","55-59","Both sexes","
0.00701
","0.00701","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","60-64","Male","
0.01283
","0.01283","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","60-64","Female","
0.00813
","0.00813","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","60-64","Both sexes","
0.01038
","0.01038","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","65-69","Male","
0.01927
","0.01927","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","65-69","Female","
0.01268
","0.01268","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","65-69","Both sexes","
0.01577
","0.01577","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","70-74","Male","
0.02951
","0.02951","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","70-74","Female","
0.02010
","0.0201","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","70-74","Both sexes","
0.02438
","0.02438","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","75-79","Male","
0.04601
","0.04601","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","75-79","Female","
0.03222
","0.03222","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","75-79","Both sexes","
0.03822
","0.03822","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","80-84","Male","
0.07625
","0.07625","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","80-84","Female","
0.05255
","0.05255","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","80-84","Both sexes","
0.06178
","0.06178","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","85-89","Male","
0.12417
","0.12417","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","85-89","Female","
0.09759
","0.09759","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","85-89","Both sexes","
0.10701
","0.10701","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","90-94","Male","
0.19457
","0.19457","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","90-94","Female","
0.16162
","0.16162","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","90-94","Both sexes","
0.17163
","0.17163","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","95-99","Male","
0.30857
","0.30857","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","95-99","Female","
0.27129
","0.27129","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","95-99","Both sexes","
0.27981
","0.27981","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","100+","Male","
0.49523
","0.49523","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","100+","Female","
0.46159
","0.46159","","",""
"nMx - age-specific death rate between ages x and x+n","Published","2011","Americas","United States of America","100+","Both sexes","
0.46704
","0.46704","","",""

